X,Y,DESC_,NAME,Aus_u_ga@2,Aus_Ka_ga@,Aus_Amag_g,Aus_Th_ga@,Aus_BA267_
119.215966842953,-32.4544931069176,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,3.66231,0.02643,-63.87524,66.40764,-582.83698
119.216960510723,-32.4543807487246,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,3.79377,0.04811,-56.43227,66.56858,-580.50031
119.217954178492,-32.4542683905315,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,3.88445,0.21958,-46.89400,64.45334,-580.50031
119.218947846262,-32.4541560323385,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,3.66858,0.48714,-39.31852,56.91374,-580.50031
119.219941514032,-32.4540436741455,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,3.14582,0.79115,-36.11996,45.31943,-580.50031
119.220935181801,-32.4539313159524,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,2.52720,1.10619,-51.33475,34.20522,-580.50031
119.221928849571,-32.4538189577594,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.97977,1.41642,-58.79118,26.63032,-580.50031
119.222922517341,-32.4537065995664,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.55646,1.68811,-72.86594,22.78680,-580.50031
119.22391618511,-32.4535942413733,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.24920,1.88276,-91.23441,21.26484,-580.50031
119.22490985288,-32.4534818831803,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.95205,2.00980,-106.34193,21.43651,-577.40875
119.22590352065,-32.4533695249872,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.77724,2.24008,-106.28728,20.90738,-577.40875
119.226897188419,-32.4532571667942,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.82613,2.54404,-96.55396,21.71697,-577.40875
119.227890856189,-32.4531448086012,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.12997,2.89711,-97.35580,24.58659,-577.40875
119.228884523959,-32.4530324504081,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.63084,3.23110,-87.96067,29.10093,-577.40875
119.229878191728,-32.4529200922151,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,2.14633,3.48712,-80.24043,33.38589,-577.40875
119.230871859498,-32.4528077340221,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,2.44786,3.64470,-72.37620,35.32368,-573.92554
119.231865527268,-32.452695375829,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,2.41113,3.69004,-75.71076,34.12924,-573.92554
119.232859195037,-32.452583017636,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,2.09266,3.60073,-85.38496,30.81216,-570.68390
119.233852862807,-32.452470659443,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.55948,3.36129,-97.18394,26.54606,-570.68390
119.234846530577,-32.4523583012499,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.25779,3.11378,-103.06820,24.81142,-570.68390
119.235840198346,-32.4522459430569,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.16468,2.80606,-87.34840,24.23809,-570.68390
119.236833866116,-32.4521335848639,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.32373,2.43365,-53.02961,25.10457,-570.68390
119.237827533886,-32.4520212266708,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.68910,1.99611,-36.97067,27.29505,-570.68390
119.238821201655,-32.4519088684778,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,2.13465,1.50544,-30.49221,30.21152,-570.68390
119.239814869425,-32.4517965102847,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,2.47049,1.01090,-33.97187,32.94365,-570.68390
119.240808537194,-32.4516841520917,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,2.56059,0.58572,-43.43509,34.70343,-570.68390
119.241802204964,-32.4515717938987,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,2.43376,0.28125,-62.76918,35.14099,-566.73932
119.242795872734,-32.4514594357056,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,2.04102,0.07139,-68.29247,30.02915,-566.73932
119.243789540503,-32.4513470775126,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.79034,0.02953,-69.40456,26.68509,-566.73932
119.244783208273,-32.4512347193196,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.66888,0.03104,-67.14809,23.63326,-566.73932
119.245776876043,-32.4511223611265,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.58916,0.05197,-63.07159,20.85651,-566.73932
119.246770543812,-32.4510100029335,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.53171,0.06572,-60.35416,18.36596,-566.73932
119.247764211582,-32.4508976447405,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.56034,0.06094,-62.91525,16.59489,-566.73932
119.248757879352,-32.4507852865474,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.72981,0.05354,-65.17951,16.36514,-566.73932
119.249751547121,-32.4506729283544,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.99098,0.06555,-65.45535,17.96304,-563.62494
119.250745214891,-32.4505605701614,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,2.21832,0.10026,-66.62662,20.60269,-563.62494
119.251738882661,-32.4504482119683,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,2.36844,0.11733,-63.06227,23.68929,-563.62494
119.25273255043,-32.4503358537753,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,2.14295,0.13347,-60.80703,22.66626,-563.62494
119.2537262182,-32.4502234955822,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.80477,0.12621,-57.16066,19.86525,-563.62494
119.25471988597,-32.4501111373892,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.50957,0.10985,-51.96067,17.35346,-563.62494
119.255713553739,-32.4499987791962,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.35384,0.09544,-44.91750,16.62987,-563.62494
119.256707221509,-32.4498864210031,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.34884,0.07717,-26.51933,17.50565,-563.62494
119.257700889279,-32.4497740628101,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.44653,0.03943,-22.79322,18.91648,-563.62494
119.258694557048,-32.4496617046171,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.55301,-0.02302,-19.62596,19.78917,-562.50958
119.259688224818,-32.449549346424,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.55531,-0.08350,-17.26975,19.51865,-562.50958
119.260681892588,-32.449436988231,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.79564,-0.04986,-13.90761,21.76341,-562.50958
119.261675560357,-32.449324630038,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,1.30123,0.09837,-8.26550,19.02719,-562.50958
119.262669228127,-32.4492122718449,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.79780,0.44668,13.75501,16.73301,-562.50958
119.263662895897,-32.4490999136519,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.43655,0.96506,35.36573,16.08667,-562.50958
119.264656563666,-32.4489875554589,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.27497,1.52860,69.75872,17.19340,-562.50958
119.265650231436,-32.4488751972658,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.27612,1.98940,98.66921,19.17392,-562.50958
119.266643899206,-32.4487628390728,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.37454,2.26272,141.58752,20.94930,-562.10535
119.267637566975,-32.4486504808797,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.54244,2.34618,178.76016,21.86738,-562.10535
119.268631234745,-32.4485381226867,093 Yilgarn Craton (Super)-province (Block),Archean granites 76508,0.75653,2.27367,170.19521,21.88209,-562.10535
