X,Y,DESC_,NAME,Aus_u_ga@2,Aus_Ka_ga@,Aus_Amag_g,Aus_Th_ga@,Aus_BA267_
130.659422375872,-29.9357280239967,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.53295,0.26497,159.72520,3.11238,-528.75323
130.660383490135,-29.9360041749928,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.53192,0.27216,162.42180,3.13514,-528.75323
130.661344604399,-29.9362803259889,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.52732,0.27605,165.00696,3.16249,-528.75323
130.662305718662,-29.9365564769851,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.47405,0.28334,166.17038,3.27294,-523.15796
130.663266832926,-29.9368326279812,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.47318,0.28609,168.72063,3.28133,-523.15796
130.664227947189,-29.9371087789774,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.47379,0.28767,173.26253,3.27342,-523.15796
130.665189061452,-29.9373849299735,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.47642,0.28756,174.53951,3.25152,-523.15796
130.666150175716,-29.9376610809697,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.46483,0.29029,176.43161,3.27535,-519.15857
130.667111289979,-29.9379372319658,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.47713,0.28726,178.06978,3.24477,-519.15857
130.668072404243,-29.9382133829619,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.49172,0.28323,178.92271,3.21600,-519.15857
130.669033518506,-29.9384895339581,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.50837,0.27829,180.04289,3.18668,-519.15857
130.669994632769,-29.9387656849542,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.53655,0.27415,180.84999,3.19127,-519.15857
130.670955747033,-29.9390418359504,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.55442,0.26734,180.95522,3.17024,-519.15857
130.671916861296,-29.9393179869465,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.56493,0.26045,180.79327,3.16183,-519.15857
130.67287797556,-29.9395941379426,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.58530,0.25531,180.28899,3.18653,-519.15857
130.673839089823,-29.9398702889388,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.58650,0.24899,178.32695,3.19045,-519.15857
130.674800204086,-29.9401464399349,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.58966,0.24131,177.11232,3.19505,-514.65350
130.67576131835,-29.9404225909311,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.59562,0.23154,175.64577,3.19803,-514.65350
130.676722432613,-29.9406987419272,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.60685,0.22377,169.84125,3.22433,-514.65350
130.677683546877,-29.9409748929234,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.61429,0.21306,167.52246,3.22901,-514.65350
130.67864466114,-29.9412510439195,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.62854,0.20471,165.06729,3.22846,-514.65350
130.679605775403,-29.9415271949156,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.63952,0.20432,159.36787,3.24364,-514.65350
130.680566889667,-29.9418033459118,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.67101,0.20349,156.53931,3.21534,-514.65350
130.68152800393,-29.9420794969079,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.70603,0.20332,153.68396,3.18124,-514.65350
130.682489118194,-29.9423556479041,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.70603,0.20332,146.75031,3.18124,-509.50006
130.683450232457,-29.9426317989002,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.70637,0.20754,140.70944,3.17386,-509.50006
130.684411346721,-29.9429079498964,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.72786,0.20630,137.77191,3.14392,-509.50006
130.685372460984,-29.9431841008925,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.74283,0.20511,129.95990,3.11034,-509.50006
130.686333575247,-29.9434602518886,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.75312,0.20480,127.08430,3.07225,-509.50006
130.687294689511,-29.9437364028848,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.71190,0.21123,124.41512,3.04591,-509.50006
130.688255803774,-29.9440125538809,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.70943,0.21262,116.76685,2.99172,-509.50006
130.689216918038,-29.9442887048771,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.69952,0.21434,112.92247,2.93056,-509.50006
130.690178032301,-29.9445648558732,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.63563,0.22093,111.39174,2.87497,-509.50006
130.691139146564,-29.9448410068693,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.61888,0.22171,104.95955,2.81001,-500.90015
130.692100260828,-29.9451171578655,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.59840,0.22161,104.03756,2.74766,-500.90015
130.693061375091,-29.9453933088616,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.57454,0.22102,103.41179,2.68858,-500.90015
130.694022489355,-29.9456694598578,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.51085,0.22306,98.06219,2.60980,-500.90015
130.694983603618,-29.9459456108539,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.49087,0.22347,97.80074,2.54828,-500.90015
130.695944717881,-29.9462217618501,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.47263,0.22652,97.38753,2.49510,-500.90015
130.696905832145,-29.9464979128462,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.45549,0.23146,92.55544,2.45145,-500.90015
130.697866946408,-29.9467740638423,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.41897,0.23702,92.36711,2.36758,-500.90015
130.698828060672,-29.9470502148385,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.40271,0.24107,92.12890,2.34193,-500.90015
130.699789174935,-29.9473263658346,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.37987,0.24297,87.63730,2.33821,-494.19934
130.700750289198,-29.9476025168308,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.35266,0.24377,87.36822,2.29788,-494.19934
130.701711403462,-29.9478786678269,"Nawa structural subdomain, basement province (includes Ammaroodina Inlier); in old 036 {superseded} Gawler Craton",Cenozoic regolith 76542,0.32958,0.24537,86.47469,2.32825,-494.19934
