,X,Y,Aus_u_ga@2,Aus_Ka_ga@,Aus_Amag_g,Aus_Th_ga@,Aus_BA267_
2551,131.308602,-27.227443,0.000025,0.000000,0.000000,0.000005,0.061932
2552,131.308782,-27.226460,0.000029,0.000000,0.000000,0.000002,0.053402
2553,131.308961,-27.225476,0.000040,0.000000,0.000000,0.000000,0.049367
2554,131.309140,-27.224492,0.000053,0.000000,0.000000,0.000000,0.048996
2555,131.309320,-27.223508,0.000058,0.000000,0.000000,0.000000,0.052266
2556,131.309499,-27.222525,0.000054,0.000000,0.000000,0.000000,0.059982
2557,131.309679,-27.221541,0.000059,0.000000,0.000000,0.000000,0.074139
2558,131.309858,-27.220557,0.000108,0.000000,0.000000,0.000000,0.047358
2559,131.310038,-27.219573,0.000197,0.000000,0.000000,0.000001,0.032310
2560,131.310217,-27.218589,0.000248,0.000000,0.000000,0.000001,0.023591
2561,131.310396,-27.217606,0.000224,0.000000,0.000000,0.000002,0.018525
2562,131.310576,-27.216622,0.000180,0.000000,0.000000,0.000004,0.015778
2563,131.310755,-27.215638,0.000120,0.000001,0.000000,0.000006,0.014301
2564,131.310935,-27.214654,0.000050,0.000003,0.000000,0.000014,0.014198
2565,131.311114,-27.213671,0.000027,0.000009,0.000000,0.000038,0.015598
2566,131.311293,-27.212687,0.000020,0.000018,0.000000,0.000111,0.009679
2567,131.311473,-27.211703,0.000010,0.000029,0.000000,0.000326,0.006777
2568,131.311652,-27.210719,0.000002,0.000039,0.000000,0.000862,0.005257
2569,131.311832,-27.209735,0.000000,0.000060,0.000000,0.001780,0.004445
2570,131.312011,-27.208752,0.000000,0.000111,0.000000,0.003911,0.004053
2571,131.312191,-27.207768,0.000000,0.000233,0.000000,0.010370,0.003714
2572,131.312370,-27.206784,0.000000,0.000471,0.000000,0.032372,0.003635
2573,131.312549,-27.205800,0.000000,0.000684,0.000000,0.106517,0.003808
2574,131.312729,-27.204817,0.000000,0.000471,0.000000,0.340783,0.004280
2575,131.312908,-27.203833,0.000000,0.000177,0.000000,0.392914,0.003079
2576,131.313088,-27.202849,0.000000,0.000045,0.000000,0.095715,0.002363
2577,131.313267,-27.201865,0.000000,0.000008,0.000000,0.003106,0.001938
2578,131.313446,-27.200882,0.000000,0.000001,0.000000,0.000024,0.001699
2579,131.313626,-27.199898,0.000000,0.000000,0.000000,0.000002,0.001594
2580,131.313805,-27.198914,0.000000,0.000000,0.000000,0.000003,0.001521
2581,131.313985,-27.197930,0.000000,0.000000,0.000000,0.000007,0.001561
2582,131.314164,-27.196946,0.000000,0.000000,0.000000,0.000016,0.001727
2583,131.314343,-27.195963,0.000000,0.000000,0.000000,0.000040,0.001201
2584,131.314523,-27.194979,0.000000,0.000000,0.000000,0.000104,0.000894
2585,131.314702,-27.193995,0.000000,0.000000,0.000000,0.000260,0.000867
2586,131.314882,-27.193011,0.000000,0.000000,0.000000,0.000605,0.000905
2587,131.315061,-27.192028,0.000000,0.000000,0.000000,0.001239,0.001018
2588,131.315241,-27.191044,0.000000,0.000001,0.000000,0.002009,0.001195
2589,131.315420,-27.190060,0.000000,0.000045,0.000000,0.002595,0.001518
2590,131.315599,-27.189076,0.000000,0.002835,0.000000,0.003160,0.002096
2591,131.315779,-27.188092,0.000000,0.082944,0.000000,0.002679,0.003155
2592,131.315958,-27.187109,0.000000,0.345601,0.000000,0.001425,0.002777
2593,131.316138,-27.186125,0.000000,0.344748,0.000000,0.000683,0.002635
2594,131.316317,-27.185141,0.000000,0.155459,0.000000,0.000324,0.002700
2595,131.316496,-27.184157,0.000000,0.049908,0.000000,0.000156,0.002993
2596,131.316676,-27.183174,0.000000,0.016572,0.000000,0.000077,0.003598
2597,131.316855,-27.182190,0.000000,0.004577,0.000000,0.000038,0.004597
2598,131.317035,-27.181206,0.000000,0.001218,0.000000,0.000019,0.006443
2599,131.317214,-27.180222,0.000000,0.000331,0.000000,0.000010,0.009887
2600,131.317394,-27.179239,0.000000,0.000099,0.000000,0.000005,0.008282
2601,131.317573,-27.178255,0.000000,0.000046,0.000000,0.000003,0.007497
2602,131.317752,-27.177271,0.000000,0.000045,0.000000,0.000002,0.007343
2603,131.317932,-27.176287,0.000000,0.000074,0.000000,0.000002,0.007795
2604,131.318111,-27.175303,0.000000,0.000047,0.000000,0.000001,0.008985
2605,131.318291,-27.174320,0.000000,0.000016,0.000000,0.000001,0.011095
2606,131.318470,-27.173336,0.000000,0.000005,0.000000,0.000000,0.014938
2607,131.318649,-27.172352,0.000000,0.000001,0.000000,0.000000,0.021989
2608,131.318829,-27.171368,0.000000,0.000001,0.000000,0.000000,0.035512
2609,131.319008,-27.170385,0.000000,0.000001,0.000000,0.000000,0.029054
2610,131.319188,-27.169401,0.000000,0.000001,0.000000,0.000000,0.025679
2611,131.319367,-27.168417,0.000000,0.000004,0.000000,0.000000,0.024517
2612,131.319546,-27.167433,0.000000,0.000011,0.000000,0.000000,0.025287
2613,131.319726,-27.166449,0.000000,0.000013,0.000000,0.000000,0.028184
2614,131.319905,-27.165466,0.000000,0.000007,0.000000,0.000000,0.033306
2615,131.320085,-27.164482,0.000000,0.000003,0.000000,0.000000,0.042241
2616,131.320264,-27.163498,0.000000,0.000001,0.000000,0.000000,0.057353
2617,131.320444,-27.162514,0.000000,0.000001,0.000000,0.000000,0.037832
2618,131.320623,-27.161531,0.000000,0.000001,0.000000,0.000000,0.026090
2619,131.320802,-27.160547,0.000000,0.000001,0.000000,0.000000,0.018725
2620,131.320982,-27.159563,0.000000,0.000001,0.000000,0.000000,0.013962
2621,131.321161,-27.158579,0.000000,0.000001,0.000000,0.000000,0.010837
2622,131.321341,-27.157595,0.000000,0.000001,0.000000,0.000000,0.008311
2623,131.321520,-27.156612,0.000000,0.000000,0.000000,0.000000,0.006632
2624,131.321699,-27.155628,0.000000,0.000000,0.000000,0.000000,0.005573
2625,131.321879,-27.154644,0.000000,0.000000,0.000000,0.000000,0.004989
2626,131.322058,-27.153660,0.000000,0.000000,0.000000,0.000000,0.002366
2627,131.322238,-27.152677,0.000000,0.000000,0.000000,0.000000,0.001199
2628,131.322417,-27.151693,0.000000,0.000000,0.000000,0.000000,0.000653
2629,131.322597,-27.150709,0.000000,0.000000,0.000000,0.000000,0.000384
2630,131.322776,-27.149725,0.000000,0.000000,0.000000,0.000000,0.000230
2631,131.322955,-27.148742,0.000000,0.000000,0.000000,0.000000,0.000210
2632,131.323135,-27.147758,0.000000,0.000000,0.000000,0.000000,0.000210
2633,131.323314,-27.146774,0.000000,0.000000,0.000000,0.000000,0.000232
2634,131.323494,-27.145790,0.000000,0.000000,0.000000,0.000000,0.000133
2635,131.323673,-27.144806,0.000000,0.000000,0.000000,0.000000,0.000084
2636,131.323852,-27.143823,0.000000,0.000000,0.000000,0.000000,0.000058
2637,131.324032,-27.142839,0.000000,0.000000,0.000000,0.000000,0.000044
2638,131.324211,-27.141855,0.000000,0.000000,0.000000,0.000000,0.000037
2639,131.324391,-27.140871,0.000000,0.000000,0.000000,0.000000,0.000034
2640,131.324570,-27.139888,0.000000,0.000000,0.000000,0.000000,0.000035
2641,131.324749,-27.138904,0.000000,0.000000,0.000000,0.000000,0.000041
2642,131.324929,-27.137920,0.000000,0.000000,0.000000,0.000000,0.000054
2643,131.325108,-27.136936,0.000000,0.000000,0.000000,0.000000,0.000038
2644,131.325288,-27.135952,0.000000,0.000000,0.000000,0.000000,0.000030
2645,131.325467,-27.134969,0.000000,0.000000,0.000000,0.000000,0.000028
2646,131.325647,-27.133985,0.000000,0.000000,0.000000,0.000000,0.000029
2647,131.325826,-27.133001,0.000000,0.000000,0.000000,0.000000,0.000034
2648,131.326005,-27.132017,0.000000,0.000000,0.000000,0.000000,0.000044
2649,131.326185,-27.131034,0.000000,0.000000,0.000000,0.000000,0.000064
2650,131.326364,-27.130050,0.000000,0.000000,0.000000,0.000000,0.000105
2651,131.326544,-27.129066,0.000000,0.000000,0.000000,0.000000,0.000087
2652,131.326723,-27.128082,0.000000,0.000000,0.000000,0.000000,0.000079
2653,131.326902,-27.127099,0.000000,0.000000,0.000000,0.000000,0.000079
2654,131.327082,-27.126115,0.000000,0.000000,0.000000,0.000000,0.000086
2655,131.327261,-27.125131,0.000000,0.000000,0.000000,0.000000,0.000103
2656,131.327441,-27.124147,0.000000,0.000000,0.000000,0.000000,0.000131
2657,131.327620,-27.123163,0.000000,0.000000,0.000000,0.000000,0.000183
2658,131.327799,-27.122180,0.000000,0.000000,0.000000,0.000000,0.000281
2659,131.327979,-27.121196,0.000000,0.000000,0.000000,0.000000,0.000477
2660,131.328158,-27.120212,0.000000,0.000000,0.000000,0.000000,0.000382
2661,131.328338,-27.119228,0.000000,0.000000,0.000000,0.000000,0.000333
2662,131.328517,-27.118245,0.000000,0.000000,0.000000,0.000000,0.000316
2663,131.328697,-27.117261,0.000000,0.000000,0.000000,0.000000,0.000327
2664,131.328876,-27.116277,0.000000,0.000000,0.000000,0.000000,0.000362
2665,131.329055,-27.115293,0.000000,0.000000,0.000000,0.000000,0.000439
2666,131.329235,-27.114309,0.000000,0.000000,0.000000,0.000000,0.000584
2667,131.329414,-27.113326,0.000000,0.000000,0.000000,0.000000,0.000856
2668,131.329594,-27.112342,0.000000,0.000000,0.000000,0.000000,0.000574
2669,131.329773,-27.111358,0.000000,0.000000,0.000000,0.000000,0.000417
2670,131.329952,-27.110374,0.000000,0.000000,0.000000,0.000000,0.000327
2671,131.330132,-27.109391,0.000000,0.000000,0.000000,0.000000,0.000277
2672,131.330311,-27.108407,0.000000,0.000000,0.000000,0.000000,0.000255
2673,131.330491,-27.107423,0.000000,0.000000,0.000000,0.000000,0.000249
2674,131.330670,-27.106439,0.000001,0.000000,0.000000,0.000000,0.000262
2675,131.330850,-27.105455,0.000003,0.000000,0.000000,0.000000,0.000299
2676,131.331029,-27.104472,0.000010,0.000000,0.000000,0.000000,0.000371
2677,131.331208,-27.103488,0.000022,0.000000,0.000000,0.000000,0.000207
2678,131.331388,-27.102504,0.000041,0.000000,0.000000,0.000000,0.000164
2679,131.331567,-27.101520,0.000071,0.000000,0.000000,0.000000,0.000141
2680,131.331747,-27.100537,0.000136,0.000000,0.000000,0.000000,0.000132
2681,131.331926,-27.099553,0.000390,0.000000,0.000000,0.000000,0.000133
2682,131.332105,-27.098569,0.001189,0.000000,0.000000,0.000000,0.000146
2683,131.332285,-27.097585,0.003572,0.000000,0.000000,0.000000,0.000177
2684,131.332464,-27.096602,0.010977,0.000000,0.000000,0.000000,0.000240
2685,131.332644,-27.095618,0.032558,0.000000,0.000000,0.000000,0.000139
2686,131.332823,-27.094634,0.078868,0.000000,0.000000,0.000000,0.000089
2687,131.333002,-27.093650,0.224844,0.000000,0.000000,0.000000,0.000062
2688,131.333182,-27.092666,0.279512,0.000000,0.000000,0.000000,0.000048
2689,131.333361,-27.091683,0.171475,0.000000,0.000000,0.000000,0.000041
2690,131.333541,-27.090699,0.092444,0.000000,0.000000,0.000000,0.000038
2691,131.333720,-27.089715,0.057254,0.000000,0.000000,0.000000,0.000040
2692,131.333900,-27.088731,0.015183,0.000000,0.000001,0.000000,0.000047
2693,131.334079,-27.087748,0.002851,0.000000,0.000030,0.000000,0.000063
2694,131.334258,-27.086764,0.000551,0.000000,0.000219,0.000000,0.000036
2695,131.334438,-27.085780,0.000161,0.000000,0.000510,0.000000,0.000023
2696,131.334617,-27.084796,0.000082,0.000000,0.001573,0.000000,0.000017
2697,131.334797,-27.083812,0.000060,0.000000,0.001174,0.000000,0.000014
2698,131.334976,-27.082829,0.000028,0.000000,0.000104,0.000000,0.000013
2699,131.335155,-27.081845,0.000013,0.000000,0.000020,0.000000,0.000014
2700,131.335335,-27.080861,0.000006,0.000000,0.000023,0.000000,0.000018
2701,131.335514,-27.079877,0.000005,0.000000,0.000098,0.000000,0.000027
2702,131.335694,-27.078894,0.000004,0.000000,0.000009,0.000000,0.000019
2703,131.335873,-27.077910,0.000003,0.000000,0.000000,0.000000,0.000015
2704,131.336053,-27.076926,0.000002,0.000000,0.000000,0.000000,0.000013
2705,131.336232,-27.075942,0.000002,0.000000,0.000000,0.000000,0.000013
2706,131.336411,-27.074958,0.000002,0.000000,0.000000,0.000000,0.000015
2707,131.336591,-27.073975,0.000001,0.000000,0.000000,0.000000,0.000019
2708,131.336770,-27.072991,0.000001,0.000000,0.000000,0.000000,0.000027
2709,131.336950,-27.072007,0.000000,0.000000,0.000000,0.000000,0.000043
2710,131.337129,-27.071023,0.000000,0.000000,0.000000,0.000000,0.000031
2711,131.337308,-27.070040,0.000000,0.000000,0.000000,0.000000,0.000024
2712,131.337488,-27.069056,0.000000,0.000000,0.000000,0.000000,0.000021
2713,131.337667,-27.068072,0.000000,0.000000,0.000000,0.000000,0.000020
2714,131.337847,-27.067088,0.000000,0.000000,0.000000,0.000000,0.000021
2715,131.338026,-27.066105,0.000000,0.000000,0.000000,0.000000,0.000024
2716,131.338205,-27.065121,0.000000,0.000000,0.000000,0.000000,0.000031
2717,131.338385,-27.064137,0.000000,0.000000,0.000000,0.000000,0.000044
2718,131.338564,-27.063153,0.000000,0.000000,0.000000,0.000000,0.000069
2719,131.338744,-27.062169,0.000000,0.000000,0.000000,0.000000,0.000048
2720,131.338923,-27.061186,0.000000,0.000000,0.000000,0.000000,0.000036
2721,131.339103,-27.060202,0.000000,0.000000,0.000000,0.000000,0.000029
2722,131.339282,-27.059218,0.000000,0.000000,0.000000,0.000000,0.000026
2723,131.339461,-27.058234,0.000000,0.000000,0.000000,0.000000,0.000026
2724,131.339641,-27.057251,0.000000,0.000000,0.000000,0.000000,0.000033
2725,131.339820,-27.056267,0.000000,0.000000,0.000000,0.000000,0.000047
2726,131.340000,-27.055283,0.000000,0.000000,0.000000,0.000000,0.000075
2727,131.340179,-27.054299,0.000000,0.000000,0.000000,0.000000,0.000050
2728,131.340358,-27.053315,0.000000,0.000000,0.000000,0.000000,0.000036
2729,131.340538,-27.052332,0.000000,0.000000,0.000000,0.000000,0.000029
2730,131.340717,-27.051348,0.000001,0.000000,0.000000,0.000000,0.000025
2731,131.340897,-27.050364,0.000002,0.000000,0.000000,0.000000,0.000024
2732,131.341076,-27.049380,0.000007,0.000000,0.000000,0.000000,0.000026
2733,131.341256,-27.048397,0.000023,0.000000,0.000000,0.000000,0.000030
2734,131.341435,-27.047413,0.000056,0.000000,0.000000,0.000000,0.000039
2735,131.341614,-27.046429,0.000104,0.000000,0.000000,0.000000,0.000057
2736,131.341794,-27.045445,0.000128,0.000000,0.000000,0.000000,0.000034
2737,131.341973,-27.044462,0.000128,0.000000,0.000000,0.000000,0.000023
2738,131.342153,-27.043478,0.000086,0.000001,0.000000,0.000000,0.000017
2739,131.342332,-27.042494,0.000057,0.000001,0.000000,0.000000,0.000013
2740,131.342511,-27.041510,0.000050,0.000003,0.000000,0.000000,0.000012
2741,131.342691,-27.040526,0.000067,0.000007,0.000000,0.000000,0.000012
2742,131.342870,-27.039543,0.000070,0.000018,0.000000,0.000000,0.000012
2743,131.343050,-27.038559,0.000099,0.000038,0.000000,0.000000,0.000015
2744,131.343229,-27.037575,0.000220,0.000075,0.000000,0.000000,0.000008
2745,131.343408,-27.036591,0.000895,0.000160,0.000000,0.000000,0.000004
2746,131.343588,-27.035608,0.005239,0.000418,0.000000,0.000000,0.000003
2747,131.343767,-27.034624,0.022032,0.001136,0.000000,0.000000,0.000002
2748,131.343947,-27.033640,0.047574,0.003342,0.000000,0.000000,0.000001
2749,131.344126,-27.032656,0.047573,0.008522,0.000000,0.000000,0.000001
2750,131.344306,-27.031672,0.032976,0.018118,0.000000,0.000000,0.000001
2751,131.344485,-27.030689,0.018223,0.032469,0.000000,0.000000,0.000001
2752,131.344664,-27.029705,0.007480,0.049773,0.000000,0.000000,0.000001
2753,131.344844,-27.028721,0.002002,0.069499,0.000000,0.000000,0.000001
2754,131.345023,-27.027737,0.000460,0.108608,0.000000,0.000000,0.000000
2755,131.345203,-27.026754,0.000118,0.176896,0.000000,0.000000,0.000000
2756,131.345382,-27.025770,0.000041,0.233597,0.000000,0.000000,0.000000
2757,131.345561,-27.024786,0.000020,0.183766,0.000000,0.000000,0.000000
2758,131.345741,-27.023802,0.000015,0.095969,0.000000,0.000000,0.000000
2759,131.345920,-27.022818,0.000025,0.037331,0.000000,0.000000,0.000000
2760,131.346100,-27.021835,0.000036,0.024414,0.000000,0.000000,0.000000
2761,131.346279,-27.020851,0.000045,0.020736,0.000000,0.000000,0.000000
2762,131.346458,-27.019867,0.000057,0.013823,0.000000,0.000000,0.000000
2763,131.346638,-27.018883,0.000064,0.004149,0.000000,0.000000,0.000000
2764,131.346817,-27.017900,0.000056,0.000464,0.000000,0.000000,0.000000
2765,131.346997,-27.016916,0.000028,0.000048,0.000000,0.000000,0.000000
2766,131.347176,-27.015932,0.000011,0.000006,0.000000,0.000000,0.000000
2767,131.347356,-27.014948,0.000004,0.000001,0.000000,0.000000,0.000000
2768,131.347535,-27.013965,0.000002,0.000000,0.000000,0.000000,0.000000
2769,131.347714,-27.012981,0.000001,0.000000,0.000000,0.000000,0.000000
2770,131.347894,-27.011997,0.000001,0.000000,0.000000,0.000000,0.000000
2771,131.348073,-27.011013,0.000001,0.000000,0.000000,0.000000,0.000000
2772,131.348253,-27.010029,0.000005,0.000000,0.000008,0.000000,0.000000
2773,131.348432,-27.009046,0.000067,0.000000,0.000501,0.000000,0.000000
2774,131.348611,-27.008062,0.000515,0.000000,0.028366,0.000000,0.000000
2775,131.348791,-27.007078,0.001144,0.000000,0.739401,0.000000,0.000000
2776,131.348970,-27.006094,0.001046,0.000000,0.215883,0.000000,0.000000
2777,131.349150,-27.005111,0.000741,0.000000,0.007431,0.000000,0.000000
2778,131.349329,-27.004127,0.000918,0.000000,0.001324,0.000000,0.000000
2779,131.349509,-27.003143,0.003304,0.000000,0.000806,0.000000,0.000000
2780,131.349688,-27.002159,0.016299,0.000000,0.001295,0.000000,0.000000
2781,131.349867,-27.001175,0.047531,0.000000,0.002617,0.000000,0.000000
2782,131.350047,-27.000192,0.072786,0.000000,0.000528,0.000000,0.000000
2783,131.350226,-26.999208,0.070813,0.000000,0.000050,0.000000,0.000000
2784,131.350406,-26.998224,0.047011,0.000000,0.000008,0.000000,0.000000
2785,131.350585,-26.997240,0.024622,0.000000,0.000003,0.000000,0.000000
2786,131.350764,-26.996257,0.010613,0.000000,0.000001,0.000000,0.000000
2787,131.350944,-26.995273,0.004550,0.000000,0.000001,0.000000,0.000000
2788,131.351123,-26.994289,0.002189,0.000000,0.000000,0.000000,0.000000
2789,131.351303,-26.993305,0.001822,0.000000,0.000000,0.000000,0.000000
2790,131.351482,-26.992321,0.002772,0.000000,0.000000,0.000000,0.000000
2791,131.351661,-26.991338,0.004596,0.000000,0.000000,0.000000,0.000000
2792,131.351841,-26.990354,0.004401,0.000000,0.000000,0.000000,0.000000
2793,131.352020,-26.989370,0.002496,0.000000,0.000000,0.000000,0.000000
2794,131.352200,-26.988386,0.001998,0.000000,0.000000,0.000000,0.000000
2795,131.352379,-26.987403,0.003076,0.000000,0.000000,0.000000,0.000000
2796,131.352559,-26.986419,0.005999,0.000000,0.000000,0.000000,0.000000
2797,131.352738,-26.985435,0.008712,0.000000,0.000000,0.000000,0.000000
2798,131.352917,-26.984451,0.004201,0.000000,0.000000,0.000000,0.000000
2799,131.353097,-26.983468,0.001016,0.000000,0.000000,0.000000,0.000000
2800,131.353276,-26.982484,0.000224,0.000000,0.000000,0.000000,0.000000
2801,131.353456,-26.981500,0.000067,0.000000,0.000000,0.000000,0.000000
2802,131.353635,-26.980516,0.000023,0.000000,0.000000,0.000000,0.000000
2803,131.353814,-26.979532,0.000009,0.000000,0.000000,0.000000,0.000000
2804,131.353994,-26.978549,0.000006,0.000000,0.000000,0.000000,0.000000
2805,131.354173,-26.977565,0.000005,0.000000,0.000000,0.000000,0.000000
2806,131.354353,-26.976581,0.000003,0.000000,0.000000,0.000000,0.000000
2807,131.354532,-26.975597,0.000002,0.000000,0.000000,0.000000,0.000000
2808,131.354712,-26.974614,0.000001,0.000000,0.000000,0.000000,0.000000
2809,131.354891,-26.973630,0.000000,0.000000,0.000000,0.000000,0.000000
2810,131.355070,-26.972646,0.000000,0.000000,0.000000,0.000000,0.000000
2811,131.355250,-26.971662,0.000000,0.000000,0.000000,0.000000,0.000000
2812,131.355429,-26.970678,0.000000,0.000000,0.000000,0.000000,0.000000
2813,131.355609,-26.969695,0.000000,0.000000,0.000000,0.000000,0.000000
2814,131.355788,-26.968711,0.000000,0.000000,0.000000,0.000000,0.000000
2815,131.355967,-26.967727,0.000000,0.000000,0.000000,0.000000,0.000000
2816,131.356147,-26.966743,0.000000,0.000000,0.000000,0.000000,0.000000
2817,131.356326,-26.965760,0.000000,0.000000,0.000000,0.000000,0.000000
2818,131.356506,-26.964776,0.000000,0.000000,0.000000,0.000000,0.000000
2819,131.356685,-26.963792,0.000000,0.000000,0.000000,0.000000,0.000000
2820,131.356864,-26.962808,0.000000,0.000000,0.000000,0.000000,0.000001
2821,131.357044,-26.961825,0.000000,0.000000,0.000000,0.000000,0.000001
2822,131.357223,-26.960841,0.000000,0.000000,0.000000,0.000000,0.000001
2823,131.357403,-26.959857,0.000000,0.000000,0.000000,0.000000,0.000001
2824,131.357582,-26.958873,0.000000,0.000000,0.000000,0.000000,0.000003
2825,131.357762,-26.957889,0.000000,0.000000,0.000000,0.000000,0.000006
2826,131.357941,-26.956906,0.000000,0.000000,0.000000,0.000000,0.000018
2827,131.358120,-26.955922,0.000000,0.000000,0.000000,0.000000,0.000071
2828,131.358300,-26.954938,0.000000,0.000000,0.000000,0.000000,0.000374
2829,131.358479,-26.953954,0.000000,0.000000,0.000000,0.000000,0.000413
2830,131.358659,-26.952971,0.000000,0.000000,0.000000,0.000000,0.000585
2831,131.358838,-26.951987,0.000000,0.000000,0.000000,0.000000,0.000975
2832,131.359017,-26.951003,0.000000,0.000000,0.000000,0.000000,0.001928
2833,131.359197,-26.950019,0.000000,0.000000,0.000000,0.000000,0.004575
2834,131.359376,-26.949035,0.000000,0.000000,0.000000,0.000000,0.013759
2835,131.359556,-26.948052,0.000000,0.000000,0.000000,0.000000,0.050326
2836,131.359735,-26.947068,0.000000,0.000000,0.000000,0.000000,0.228537
2837,131.359914,-26.946084,0.000000,0.000000,0.000000,0.000000,0.141901
2838,131.360094,-26.945100,0.000000,0.000000,0.000000,0.000000,0.095632
2839,131.360273,-26.944117,0.000000,0.000000,0.000000,0.000000,0.069831
2840,131.360453,-26.943133,0.000000,0.000000,0.000000,0.000000,0.055197
2841,131.360632,-26.942149,0.000000,0.000000,0.000000,0.000000,0.047216
2842,131.360812,-26.941165,0.000000,0.000000,0.000000,0.000000,0.042670
2843,131.360991,-26.940181,0.000002,0.000002,0.000000,0.000000,0.040990
2844,131.361170,-26.939198,0.000006,0.000066,0.000000,0.000000,0.041867
2845,131.361350,-26.938214,0.000009,0.000889,0.000000,0.000000,0.045481
2846,131.361529,-26.937230,0.000012,0.004163,0.000000,0.000000,0.010080
2847,131.361709,-26.936246,0.000017,0.014514,0.000000,0.000000,0.002379
2848,131.361888,-26.935263,0.000011,0.043243,0.000000,0.000000,0.000596
2849,131.362067,-26.934279,0.000009,0.149163,0.000000,0.000000,0.000158
2850,131.362247,-26.933295,0.000010,0.278336,0.000000,0.000000,0.000044
2851,131.362426,-26.932311,0.000014,0.254165,0.000000,0.000000,0.000012
2852,131.362606,-26.931328,0.000011,0.164025,0.000000,0.000000,0.000003
2853,131.362785,-26.930344,0.000007,0.072862,0.000000,0.000000,0.000001
2854,131.362965,-26.929360,0.000004,0.025329,0.000000,0.000000,0.000000
2855,131.363144,-26.928376,0.000003,0.006121,0.000000,0.000000,0.000000
2856,131.363323,-26.927392,0.000003,0.001698,0.000000,0.000000,0.000000
2857,131.363503,-26.926409,0.000003,0.000667,0.000000,0.000000,0.000000
2858,131.363682,-26.925425,0.000003,0.000328,0.000000,0.000000,0.000000
2859,131.363862,-26.924441,0.000005,0.000191,0.000000,0.000000,0.000000
2860,131.364041,-26.923457,0.000006,0.000156,0.000000,0.000000,0.000000
2861,131.364220,-26.922474,0.000006,0.000091,0.000000,0.000000,0.000000
2862,131.364400,-26.921490,0.000004,0.000036,0.000000,0.000000,0.000000
2863,131.364579,-26.920506,0.000002,0.000016,0.000000,0.000000,0.000000
2864,131.364759,-26.919522,0.000001,0.000008,0.000000,0.000000,0.000000
2865,131.364938,-26.918538,0.000001,0.000003,0.000000,0.000000,0.000000
2866,131.365117,-26.917555,0.000001,0.000001,0.000000,0.000000,0.000000
2867,131.365297,-26.916571,0.000002,0.000000,0.000000,0.000000,0.000000
2868,131.365476,-26.915587,0.000013,0.000000,0.000000,0.000000,0.000000
2869,131.365656,-26.914603,0.000075,0.000000,0.000000,0.000000,0.000000
2870,131.365835,-26.913620,0.000170,0.000000,0.000000,0.000000,0.000000
2871,131.366015,-26.912636,0.000214,0.000000,0.000000,0.000000,0.000000
2872,131.366194,-26.911652,0.000206,0.000000,0.000000,0.000000,0.000000
2873,131.366373,-26.910668,0.000138,0.000000,0.000000,0.000000,0.000000
2874,131.366553,-26.909684,0.000041,0.000000,0.000000,0.000000,0.000000
2875,131.366732,-26.908701,0.000007,0.000000,0.000000,0.000000,0.000000
2876,131.366912,-26.907717,0.000001,0.000000,0.000000,0.000000,0.000000
2877,131.367091,-26.906733,0.000000,0.000000,0.000000,0.000000,0.000000
2878,131.367270,-26.905749,0.000000,0.000000,0.000000,0.000000,0.000000
2879,131.367450,-26.904766,0.000000,0.000000,0.000000,0.000000,0.000000
2880,131.367629,-26.903782,0.000000,0.000000,0.000000,0.000000,0.000000
2881,131.367809,-26.902798,0.000000,0.000000,0.000000,0.000000,0.000000
2882,131.367988,-26.901814,0.000001,0.000000,0.000000,0.000000,0.000000
2883,131.368168,-26.900831,0.000000,0.000000,0.000000,0.000000,0.000000
2884,131.368347,-26.899847,0.000000,0.000000,0.000000,0.000000,0.000000
2885,131.368526,-26.898863,0.000000,0.000000,0.000000,0.000000,0.000000
2886,131.368706,-26.897879,0.000000,0.000000,0.000000,0.000000,0.000000
2887,131.368885,-26.896895,0.000001,0.000000,0.000000,0.000000,0.000000
2888,131.369065,-26.895912,0.000002,0.000000,0.000000,0.000000,0.000000
2889,131.369244,-26.894928,0.000003,0.000000,0.000000,0.000000,0.000000
2890,131.369423,-26.893944,0.000008,0.000000,0.000000,0.000000,0.000000
2891,131.369603,-26.892960,0.000033,0.000000,0.000000,0.000000,0.000000
2892,131.369782,-26.891977,0.000063,0.000000,0.000000,0.000000,0.000000
2893,131.369962,-26.890993,0.000180,0.000000,0.000000,0.000000,0.000000
2894,131.370141,-26.890009,0.000081,0.000000,0.000000,0.000000,0.000000
2895,131.370320,-26.889025,0.000013,0.000000,0.000000,0.000000,0.000000
2896,131.370500,-26.888041,0.000002,0.000000,0.000000,0.000000,0.000000
2897,131.370679,-26.887058,0.000000,0.000000,0.000000,0.000000,0.000000
2898,131.370859,-26.886074,0.000000,0.000000,0.000000,0.000000,0.000000
2899,131.371038,-26.885090,0.000000,0.000000,0.000000,0.000000,0.000000
2900,131.371218,-26.884106,0.000000,0.000000,0.000000,0.000000,0.000000
2901,131.371397,-26.883123,0.000000,0.000000,0.000000,0.000000,0.000000
2902,131.371576,-26.882139,0.000000,0.000000,0.000000,0.000001,0.000000
2903,131.371756,-26.881155,0.000000,0.000000,0.000000,0.000001,0.000000
2904,131.371935,-26.880171,0.000000,0.000000,0.000000,0.000001,0.000000
2905,131.372115,-26.879188,0.000000,0.000000,0.000000,0.000001,0.000000
2906,131.372294,-26.878204,0.000000,0.000000,0.000000,0.000001,0.000000
2907,131.372473,-26.877220,0.000000,0.000000,0.000000,0.000003,0.000000
