,X,Y,Aus_u_ga@2,Aus_Ka_ga@,Aus_Amag_g,Aus_Th_ga@,Aus_BA267_
1135,131.054553,-28.620467,0.000004,0.000000,0.000000,0.005877,0.000000
1136,131.054732,-28.619483,0.000003,0.000000,0.000000,0.004499,0.000000
1137,131.054912,-28.618500,0.000002,0.000000,0.000000,0.003961,0.000000
1138,131.055091,-28.617516,0.000002,0.000000,0.000000,0.003416,0.000000
1139,131.055270,-28.616532,0.000002,0.000000,0.000000,0.002972,0.000000
1140,131.055450,-28.615548,0.000002,0.000000,0.000000,0.002437,0.000000
1141,131.055629,-28.614564,0.000002,0.000000,0.000000,0.001776,0.000000
1142,131.055809,-28.613581,0.000002,0.000000,0.000000,0.000972,0.000000
1143,131.055988,-28.612597,0.000002,0.000000,0.000000,0.000226,0.000000
1144,131.056168,-28.611613,0.000002,0.000000,0.000000,0.000039,0.000000
1145,131.056347,-28.610629,0.000003,0.000000,0.000000,0.000011,0.000000
1146,131.056526,-28.609646,0.000004,0.000000,0.000000,0.000007,0.000000
1147,131.056706,-28.608662,0.000002,0.000000,0.000000,0.000011,0.000000
1148,131.056885,-28.607678,0.000001,0.000000,0.000000,0.000025,0.000000
1149,131.057065,-28.606694,0.000001,0.000000,0.000000,0.000070,0.000000
1150,131.057244,-28.605710,0.000002,0.000000,0.000000,0.000228,0.000000
1151,131.057423,-28.604727,0.000004,0.000000,0.000000,0.000717,0.000000
1152,131.057603,-28.603743,0.000004,0.000000,0.000000,0.001688,0.000000
1153,131.057782,-28.602759,0.000003,0.000000,0.000000,0.002473,0.000000
1154,131.057962,-28.601775,0.000003,0.000000,0.000000,0.004208,0.000000
1155,131.058141,-28.600792,0.000003,0.000000,0.000000,0.007356,0.000000
1156,131.058321,-28.599808,0.000002,0.000000,0.000000,0.014388,0.000000
1157,131.058500,-28.598824,0.000002,0.000000,0.000000,0.028366,0.000000
1158,131.058679,-28.597840,0.000001,0.000000,0.000000,0.055257,0.000000
1159,131.058859,-28.596857,0.000001,0.000000,0.000000,0.097467,0.000000
1160,131.059038,-28.595873,0.000001,0.000000,0.000000,0.191926,0.000000
1161,131.059218,-28.594889,0.000002,0.000000,0.000000,0.302537,0.000000
1162,131.059397,-28.593905,0.000005,0.000000,0.000000,0.168349,0.000000
1163,131.059576,-28.592921,0.000006,0.000000,0.000000,0.016001,0.000000
1164,131.059756,-28.591938,0.000005,0.000000,0.000000,0.000425,0.000000
1165,131.059935,-28.590954,0.000006,0.000000,0.000000,0.000013,0.000000
1166,131.060115,-28.589970,0.000006,0.000000,0.000000,0.000002,0.000000
1167,131.060294,-28.588986,0.000004,0.000000,0.000000,0.000001,0.000000
1168,131.060473,-28.588003,0.000003,0.000000,0.000000,0.000001,0.000000
1169,131.060653,-28.587019,0.000002,0.000000,0.000000,0.000001,0.000000
1170,131.060832,-28.586035,0.000001,0.000000,0.000000,0.000002,0.000000
1171,131.061012,-28.585051,0.000001,0.000000,0.000000,0.000004,0.000000
1172,131.061191,-28.584067,0.000002,0.000000,0.000000,0.000009,0.000000
1173,131.061371,-28.583084,0.000003,0.000000,0.000000,0.000023,0.000000
1174,131.061550,-28.582100,0.000003,0.000000,0.000000,0.000060,0.000000
1175,131.061729,-28.581116,0.000004,0.000000,0.000000,0.000133,0.000000
1176,131.061909,-28.580132,0.000003,0.000000,0.000000,0.000145,0.000000
1177,131.062088,-28.579149,0.000003,0.000000,0.000000,0.000083,0.000000
1178,131.062268,-28.578165,0.000003,0.000000,0.000000,0.000032,0.000000
1179,131.062447,-28.577181,0.000002,0.000000,0.000000,0.000012,0.000000
1180,131.062626,-28.576197,0.000002,0.000000,0.000001,0.000004,0.000000
1181,131.062806,-28.575213,0.000002,0.000000,0.000002,0.000002,0.000000
1182,131.062985,-28.574230,0.000002,0.000000,0.000004,0.000001,0.000000
1183,131.063165,-28.573246,0.000002,0.000000,0.000012,0.000001,0.000000
1184,131.063344,-28.572262,0.000001,0.000000,0.000031,0.000001,0.000000
1185,131.063523,-28.571278,0.000001,0.000000,0.000076,0.000001,0.000000
1186,131.063703,-28.570295,0.000001,0.000000,0.000154,0.000001,0.000000
1187,131.063882,-28.569311,0.000001,0.000000,0.000309,0.000001,0.000000
1188,131.064062,-28.568327,0.000001,0.000000,0.000673,0.000001,0.000000
1189,131.064241,-28.567343,0.000002,0.000000,0.001371,0.000001,0.000000
1190,131.064421,-28.566360,0.000002,0.000000,0.002646,0.000001,0.000000
1191,131.064600,-28.565376,0.000004,0.000000,0.004980,0.000003,0.000000
1192,131.064779,-28.564392,0.000005,0.000000,0.008821,0.000007,0.000000
1193,131.064959,-28.563408,0.000005,0.000000,0.016838,0.000011,0.000000
1194,131.065138,-28.562424,0.000004,0.000000,0.031842,0.000010,0.000000
1195,131.065318,-28.561441,0.000004,0.000000,0.058479,0.000008,0.000000
1196,131.065497,-28.560457,0.000003,0.000000,0.104739,0.000006,0.000000
1197,131.065676,-28.559473,0.000002,0.000000,0.151387,0.000005,0.000000
1198,131.065856,-28.558489,0.000001,0.000000,0.176507,0.000006,0.000000
1199,131.066035,-28.557506,0.000001,0.000000,0.156113,0.000006,0.000000
1200,131.066215,-28.556522,0.000001,0.000000,0.113501,0.000005,0.000000
1201,131.066394,-28.555538,0.000001,0.000000,0.079116,0.000004,0.000000
1202,131.066574,-28.554554,0.000001,0.000000,0.062009,0.000004,0.000000
1203,131.066753,-28.553570,0.000001,0.000000,0.046637,0.000003,0.000000
1204,131.066932,-28.552587,0.000000,0.000000,0.034477,0.000003,0.000000
1205,131.067112,-28.551603,0.000000,0.000000,0.025712,0.000001,0.000000
1206,131.067291,-28.550619,0.000000,0.000000,0.019406,0.000000,0.000000
1207,131.067471,-28.549635,0.000000,0.000000,0.015230,0.000000,0.000000
1208,131.067650,-28.548652,0.000000,0.000000,0.011513,0.000000,0.000000
1209,131.067829,-28.547668,0.000000,0.000000,0.007956,0.000000,0.000000
1210,131.068009,-28.546684,0.000000,0.000000,0.004907,0.000000,0.000000
1211,131.068188,-28.545700,0.000000,0.000000,0.002861,0.000000,0.000000
1212,131.068368,-28.544716,0.000000,0.000000,0.001803,0.000000,0.000000
1213,131.068547,-28.543733,0.000000,0.000000,0.001135,0.000000,0.000000
1214,131.068726,-28.542749,0.000000,0.000000,0.000608,0.000000,0.000000
1215,131.068906,-28.541765,0.000000,0.000000,0.000317,0.000000,0.000000
1216,131.069085,-28.540781,0.000000,0.000000,0.000173,0.000000,0.000000
1217,131.069265,-28.539798,0.000000,0.000000,0.000096,0.000000,0.000000
1218,131.069444,-28.538814,0.000000,0.000000,0.000054,0.000000,0.000000
1219,131.069624,-28.537830,0.000000,0.000000,0.000030,0.000000,0.000000
1220,131.069803,-28.536846,0.000000,0.000000,0.000017,0.000000,0.000000
1221,131.069982,-28.535863,0.000000,0.000000,0.000011,0.000000,0.000000
1222,131.070162,-28.534879,0.000000,0.000000,0.000007,0.000000,0.000000
1223,131.070341,-28.533895,0.000000,0.000000,0.000005,0.000000,0.000000
1224,131.070521,-28.532911,0.000000,0.000000,0.000003,0.000000,0.000000
1225,131.070700,-28.531927,0.000000,0.000000,0.000003,0.000000,0.000000
1226,131.070879,-28.530944,0.000000,0.000000,0.000002,0.000000,0.000000
1227,131.071059,-28.529960,0.000000,0.000000,0.000001,0.000000,0.000000
1228,131.071238,-28.528976,0.000000,0.000000,0.000001,0.000000,0.000000
1229,131.071418,-28.527992,0.000000,0.000000,0.000000,0.000000,0.000000
1230,131.071597,-28.527009,0.000000,0.000000,0.000000,0.000000,0.000000
1231,131.071777,-28.526025,0.000000,0.000000,0.000000,0.000000,0.000000
1232,131.071956,-28.525041,0.000000,0.000000,0.000000,0.000000,0.000000
1233,131.072135,-28.524057,0.000000,0.000000,0.000000,0.000000,0.000000
1234,131.072315,-28.523073,0.000000,0.000000,0.000000,0.000000,0.000000
1235,131.072494,-28.522090,0.000000,0.000000,0.000000,0.000000,0.000000
1236,131.072674,-28.521106,0.000000,0.000000,0.000000,0.000000,0.000000
1237,131.072853,-28.520122,0.000000,0.000000,0.000000,0.000000,0.000000
1238,131.073032,-28.519138,0.000000,0.000000,0.000000,0.000000,0.000000
1239,131.073212,-28.518155,0.000000,0.000000,0.000000,0.000000,0.000000
1240,131.073391,-28.517171,0.000000,0.000000,0.000000,0.000000,0.000000
1241,131.073571,-28.516187,0.000000,0.000000,0.000000,0.000000,0.000000
1242,131.073750,-28.515203,0.000000,0.000000,0.000000,0.000000,0.000000
1243,131.073929,-28.514220,0.000000,0.000000,0.000000,0.000000,0.000000
1244,131.074109,-28.513236,0.000000,0.000000,0.000000,0.000000,0.000000
1245,131.074288,-28.512252,0.000000,0.000000,0.000000,0.000000,0.000000
1246,131.074468,-28.511268,0.000000,0.000000,0.000000,0.000000,0.000000
1247,131.074647,-28.510284,0.000000,0.000000,0.000000,0.000000,0.000000
1248,131.074827,-28.509301,0.000000,0.000000,0.000000,0.000000,0.000000
1249,131.075006,-28.508317,0.000000,0.000000,0.000001,0.000000,0.000000
1250,131.075185,-28.507333,0.000000,0.000000,0.000001,0.000000,0.000000
1251,131.075365,-28.506349,0.000000,0.000000,0.000001,0.000000,0.000000
1252,131.075544,-28.505366,0.000000,0.000000,0.000002,0.000000,0.000000
1253,131.075724,-28.504382,0.000000,0.000000,0.000003,0.000000,0.000000
1254,131.075903,-28.503398,0.000000,0.000000,0.000005,0.000000,0.000000
1255,131.076082,-28.502414,0.000000,0.000000,0.000007,0.000000,0.000000
1256,131.076262,-28.501430,0.000000,0.000000,0.000010,0.000000,0.000000
1257,131.076441,-28.500447,0.000000,0.000000,0.000014,0.000000,0.000000
1258,131.076621,-28.499463,0.000000,0.000000,0.000016,0.000000,0.000000
1259,131.076800,-28.498479,0.000000,0.000000,0.000019,0.000000,0.000000
1260,131.076980,-28.497495,0.000000,0.000000,0.000020,0.000000,0.000000
1261,131.077159,-28.496512,0.000000,0.000000,0.000022,0.000000,0.000000
1262,131.077338,-28.495528,0.000000,0.000000,0.000022,0.000000,0.000000
1263,131.077518,-28.494544,0.000001,0.000000,0.000021,0.000000,0.000000
1264,131.077697,-28.493560,0.000004,0.000000,0.000020,0.000000,0.000000
1265,131.077877,-28.492576,0.000009,0.000000,0.000019,0.000000,0.000000
1266,131.078056,-28.491593,0.000015,0.000000,0.000019,0.000000,0.000000
1267,131.078235,-28.490609,0.000022,0.000000,0.000018,0.000000,0.000000
1268,131.078415,-28.489625,0.000050,0.000000,0.000017,0.000000,0.000000
1269,131.078594,-28.488641,0.000175,0.000000,0.000013,0.000000,0.000000
1270,131.078774,-28.487658,0.000896,0.000000,0.000009,0.000001,0.000000
1271,131.078953,-28.486674,0.004804,0.000000,0.000006,0.000002,0.000000
1272,131.079132,-28.485690,0.027207,0.000000,0.000004,0.000003,0.000000
1273,131.079312,-28.484706,0.139283,0.000000,0.000002,0.000007,0.000000
1274,131.079491,-28.483723,0.381198,0.000000,0.000002,0.000015,0.000000
1275,131.079671,-28.482739,0.302766,0.000000,0.000001,0.000028,0.000000
1276,131.079850,-28.481755,0.081069,0.000000,0.000001,0.000044,0.000000
1277,131.080030,-28.480771,0.028143,0.000000,0.000000,0.000068,0.000000
1278,131.080209,-28.479787,0.011959,0.000000,0.000000,0.000100,0.000000
1279,131.080388,-28.478804,0.009789,0.000000,0.000000,0.000163,0.000000
1280,131.080568,-28.477820,0.006744,0.000000,0.000000,0.000304,0.000000
1281,131.080747,-28.476836,0.001275,0.000000,0.000000,0.000588,0.000000
1282,131.080927,-28.475852,0.000041,0.000000,0.000000,0.000929,0.000000
1283,131.081106,-28.474869,0.000002,0.000000,0.000000,0.001364,0.000000
1284,131.081285,-28.473885,0.000001,0.000000,0.000000,0.002121,0.000000
1285,131.081465,-28.472901,0.000000,0.000000,0.000000,0.003823,0.000000
1286,131.081644,-28.471917,0.000000,0.000000,0.000000,0.007581,0.000000
1287,131.081824,-28.470933,0.000000,0.000000,0.000000,0.012610,0.000000
1288,131.082003,-28.469950,0.000000,0.000000,0.000000,0.016117,0.000000
1289,131.082182,-28.468966,0.000000,0.000000,0.000000,0.016851,0.000000
1290,131.082362,-28.467982,0.000000,0.000000,0.000000,0.013655,0.000000
1291,131.082541,-28.466998,0.000000,0.000000,0.000000,0.009110,0.000000
1292,131.082721,-28.466015,0.000000,0.000000,0.000000,0.007315,0.000000
1293,131.082900,-28.465031,0.000000,0.000000,0.000000,0.009362,0.000000
1294,131.083080,-28.464047,0.000000,0.000000,0.000000,0.013302,0.000000
1295,131.083259,-28.463063,0.000001,0.000000,0.000000,0.003033,0.000000
1296,131.083438,-28.462079,0.000001,0.000000,0.000000,0.000116,0.000000
1297,131.083618,-28.461096,0.000001,0.000000,0.000000,0.000017,0.000000
1298,131.083797,-28.460112,0.000001,0.000000,0.000000,0.000019,0.000000
1299,131.083977,-28.459128,0.000001,0.000000,0.000000,0.000032,0.000000
1300,131.084156,-28.458144,0.000001,0.000000,0.000000,0.000017,0.000000
1301,131.084335,-28.457161,0.000002,0.000000,0.000000,0.000005,0.000000
1302,131.084515,-28.456177,0.000003,0.000000,0.000000,0.000001,0.000000
1303,131.084694,-28.455193,0.000002,0.000000,0.000000,0.000001,0.000000
1304,131.084874,-28.454209,0.000001,0.000000,0.000000,0.000001,0.000000
1305,131.085053,-28.453226,0.000001,0.000000,0.000000,0.000001,0.000000
1306,131.085233,-28.452242,0.000000,0.000000,0.000000,0.000000,0.000000
1307,131.085412,-28.451258,0.000000,0.000000,0.000000,0.000000,0.000000
1308,131.085591,-28.450274,0.000000,0.000000,0.000000,0.000000,0.000000
1309,131.085771,-28.449290,0.000000,0.000000,0.000000,0.000000,0.000000
1310,131.085950,-28.448307,0.000000,0.000000,0.000000,0.000000,0.000000
1311,131.086130,-28.447323,0.000000,0.000000,0.000000,0.000000,0.000000
1312,131.086309,-28.446339,0.000000,0.000000,0.000000,0.000000,0.000000
1313,131.086488,-28.445355,0.000000,0.000000,0.000000,0.000000,0.000000
1314,131.086668,-28.444372,0.000000,0.000000,0.000000,0.000000,0.000000
1315,131.086847,-28.443388,0.000000,0.000000,0.000000,0.000000,0.000000
1316,131.087027,-28.442404,0.000001,0.000000,0.000000,0.000000,0.000000
1317,131.087206,-28.441420,0.000001,0.000000,0.000000,0.000000,0.000000
1318,131.087385,-28.440436,0.000001,0.000000,0.000000,0.000000,0.000000
1319,131.087565,-28.439453,0.000000,0.000000,0.000000,0.000000,0.000000
1320,131.087744,-28.438469,0.000000,0.000000,0.000000,0.000000,0.000000
1321,131.087924,-28.437485,0.000000,0.000000,0.000000,0.000000,0.000000
1322,131.088103,-28.436501,0.000000,0.000000,0.000000,0.000000,0.000000
1323,131.088283,-28.435518,0.000000,0.000000,0.000000,0.000000,0.000000
1324,131.088462,-28.434534,0.000000,0.000000,0.000000,0.000000,0.000000
1325,131.088641,-28.433550,0.000000,0.000000,0.000000,0.000000,0.000000
1326,131.088821,-28.432566,0.000000,0.000000,0.000000,0.000000,0.000000
1327,131.089000,-28.431583,0.000000,0.000000,0.000000,0.000000,0.000000
1328,131.089180,-28.430599,0.000000,0.000000,0.000000,0.000000,0.000000
1329,131.089359,-28.429615,0.000000,0.000000,0.000000,0.000000,0.000000
1330,131.089538,-28.428631,0.000000,0.000000,0.000000,0.000000,0.000000
1331,131.089718,-28.427647,0.000000,0.000000,0.000000,0.000000,0.000000
1332,131.089897,-28.426664,0.000000,0.000000,0.000000,0.000000,0.000000
1333,131.090077,-28.425680,0.000000,0.000000,0.000000,0.000000,0.000000
1334,131.090256,-28.424696,0.000000,0.000001,0.000000,0.000000,0.000000
1335,131.090436,-28.423712,0.000000,0.000001,0.000000,0.000000,0.000000
1336,131.090615,-28.422729,0.000000,0.000003,0.000000,0.000000,0.000000
1337,131.090794,-28.421745,0.000000,0.000006,0.000000,0.000000,0.000000
1338,131.090974,-28.420761,0.000000,0.000011,0.000000,0.000000,0.000000
1339,131.091153,-28.419777,0.000000,0.000022,0.000000,0.000000,0.000000
1340,131.091333,-28.418793,0.000000,0.000047,0.000000,0.000000,0.000000
1341,131.091512,-28.417810,0.000000,0.000110,0.000000,0.000000,0.000000
1342,131.091691,-28.416826,0.000000,0.000260,0.000000,0.000000,0.000000
1343,131.091871,-28.415842,0.000000,0.000597,0.000000,0.000000,0.000000
1344,131.092050,-28.414858,0.000001,0.001357,0.000000,0.000000,0.000000
1345,131.092230,-28.413875,0.000003,0.003155,0.000000,0.000000,0.000000
1346,131.092409,-28.412891,0.000004,0.006609,0.000000,0.000000,0.000000
1347,131.092588,-28.411907,0.000003,0.012197,0.000000,0.000000,0.000000
1348,131.092768,-28.410923,0.000002,0.021731,0.000000,0.000000,0.000000
1349,131.092947,-28.409939,0.000001,0.045055,0.000000,0.000000,0.000000
1350,131.093127,-28.408956,0.000000,0.092569,0.000000,0.000000,0.000000
1351,131.093306,-28.407972,0.000000,0.174930,0.000000,0.000000,0.000000
1352,131.093486,-28.406988,0.000000,0.254352,0.000000,0.000000,0.000000
1353,131.093665,-28.406004,0.000001,0.235532,0.000000,0.000000,0.000000
1354,131.093844,-28.405021,0.000001,0.107975,0.000000,0.000000,0.000000
1355,131.094024,-28.404037,0.000001,0.031430,0.000000,0.000000,0.000000
1356,131.094203,-28.403053,0.000002,0.005963,0.000000,0.000000,0.000000
1357,131.094383,-28.402069,0.000001,0.000815,0.000000,0.000000,0.000000
1358,131.094562,-28.401086,0.000001,0.000116,0.000000,0.000000,0.000000
1359,131.094741,-28.400102,0.000001,0.000038,0.000000,0.000000,0.000000
1360,131.094921,-28.399118,0.000001,0.000042,0.000000,0.000000,0.000000
1361,131.095100,-28.398134,0.000002,0.000079,0.000000,0.000000,0.000000
1362,131.095280,-28.397150,0.000003,0.000170,0.000000,0.000000,0.000000
1363,131.095459,-28.396167,0.000005,0.000371,0.000000,0.000000,0.000000
1364,131.095638,-28.395183,0.000007,0.000580,0.000000,0.000000,0.000000
1365,131.095818,-28.394199,0.000009,0.000326,0.000000,0.000000,0.000000
1366,131.095997,-28.393215,0.000010,0.000034,0.000000,0.000000,0.000000
1367,131.096177,-28.392232,0.000012,0.000002,0.000000,0.000000,0.000000
1368,131.096356,-28.391248,0.000013,0.000000,0.000000,0.000000,0.000000
1369,131.096536,-28.390264,0.000014,0.000000,0.000000,0.000000,0.000000
1370,131.096715,-28.389280,0.000018,0.000000,0.000000,0.000000,0.000000
1371,131.096894,-28.388296,0.000016,0.000000,0.000000,0.000000,0.000000
1372,131.097074,-28.387313,0.000010,0.000000,0.000000,0.000000,0.000000
1373,131.097253,-28.386329,0.000005,0.000000,0.000000,0.000000,0.000000
1374,131.097433,-28.385345,0.000004,0.000000,0.000000,0.000000,0.000000
1375,131.097612,-28.384361,0.000005,0.000000,0.000000,0.000000,0.000000
1376,131.097791,-28.383378,0.000012,0.000000,0.000000,0.000000,0.000000
1377,131.097971,-28.382394,0.000035,0.000000,0.000000,0.000000,0.000000
1378,131.098150,-28.381410,0.000103,0.000000,0.000000,0.000000,0.000000
1379,131.098330,-28.380426,0.000302,0.000000,0.000000,0.000000,0.000000
1380,131.098509,-28.379443,0.000195,0.000000,0.000000,0.000000,0.000000
1381,131.098689,-28.378459,0.000010,0.000000,0.000000,0.000000,0.000000
1382,131.098868,-28.377475,0.000001,0.000000,0.000000,0.000000,0.000000
1383,131.099047,-28.376491,0.000000,0.000000,0.000000,0.000000,0.000000
1384,131.099227,-28.375507,0.000001,0.000000,0.000000,0.000000,0.000000
1385,131.099406,-28.374524,0.000001,0.000001,0.000000,0.000000,0.000000
1386,131.099586,-28.373540,0.000000,0.000001,0.000000,0.000000,0.000000
1387,131.099765,-28.372556,0.000000,0.000000,0.000000,0.000000,0.000000
1388,131.099944,-28.371572,0.000000,0.000000,0.000000,0.000000,0.000000
1389,131.100124,-28.370589,0.000000,0.000000,0.000000,0.000000,0.000000
1390,131.100303,-28.369605,0.000000,0.000000,0.000000,0.000000,0.000000
1391,131.100483,-28.368621,0.000000,0.000000,0.000000,0.000000,0.000000
1392,131.100662,-28.367637,0.000000,0.000000,0.000000,0.000000,0.000000
1393,131.100841,-28.366653,0.000001,0.000000,0.000000,0.000000,0.000000
1394,131.101021,-28.365670,0.000004,0.000000,0.000000,0.000000,0.000000
1395,131.101200,-28.364686,0.000007,0.000000,0.000000,0.000000,0.000000
1396,131.101380,-28.363702,0.000005,0.000000,0.000000,0.000000,0.000000
1397,131.101559,-28.362718,0.000001,0.000000,0.000000,0.000000,0.000000
1398,131.101739,-28.361735,0.000000,0.000000,0.000000,0.000000,0.000000
1399,131.101918,-28.360751,0.000001,0.000000,0.000000,0.000000,0.000000
1400,131.102097,-28.359767,0.000002,0.000000,0.000000,0.000000,0.000000
1401,131.102277,-28.358783,0.000001,0.000000,0.000000,0.000000,0.000000
1402,131.102456,-28.357799,0.000000,0.000000,0.000000,0.000000,0.000000
1403,131.102636,-28.356816,0.000000,0.000000,0.000000,0.000000,0.000000
1404,131.102815,-28.355832,0.000000,0.000000,0.000001,0.000000,0.000000
1405,131.102994,-28.354848,0.000001,0.000000,0.000003,0.000000,0.000000
1406,131.103174,-28.353864,0.000002,0.000000,0.000009,0.000000,0.000000
1407,131.103353,-28.352881,0.000005,0.000000,0.000028,0.000000,0.000000
1408,131.103533,-28.351897,0.000004,0.000000,0.000083,0.000000,0.000000
1409,131.103712,-28.350913,0.000001,0.000000,0.000259,0.000000,0.000000
1410,131.103892,-28.349929,0.000001,0.000000,0.000827,0.000000,0.000000
1411,131.104071,-28.348946,0.000001,0.000000,0.002449,0.000000,0.000000
1412,131.104250,-28.347962,0.000002,0.000000,0.006692,0.000000,0.000000
1413,131.104430,-28.346978,0.000004,0.000000,0.015657,0.000000,0.000000
1414,131.104609,-28.345994,0.000008,0.000000,0.030151,0.000000,0.000000
1415,131.104789,-28.345010,0.000013,0.000000,0.047009,0.000000,0.000000
1416,131.104968,-28.344027,0.000053,0.000000,0.058221,0.000000,0.000000
1417,131.105147,-28.343043,0.000375,0.000000,0.064661,0.000000,0.000000
1418,131.105327,-28.342059,0.001024,0.000000,0.067186,0.000000,0.000000
1419,131.105506,-28.341075,0.001155,0.000000,0.065612,0.000000,0.000000
1420,131.105686,-28.340092,0.000423,0.000000,0.062999,0.000000,0.000000
1421,131.105865,-28.339108,0.000014,0.000000,0.057154,0.000000,0.000000
1422,131.106044,-28.338124,0.000000,0.000000,0.052221,0.000000,0.000000
1423,131.106224,-28.337140,0.000000,0.000000,0.048768,0.000000,0.000000
1424,131.106403,-28.336156,0.000000,0.000000,0.046660,0.000000,0.000000
1425,131.106583,-28.335173,0.000000,0.000000,0.040821,0.000000,0.000000
1426,131.106762,-28.334189,0.000000,0.000000,0.035438,0.000000,0.000000
1427,131.106942,-28.333205,0.000000,0.000000,0.031137,0.000000,0.000000
1428,131.107121,-28.332221,0.000000,0.000000,0.027590,0.000000,0.000000
1429,131.107300,-28.331238,0.000000,0.000000,0.024218,0.000000,0.000000
1430,131.107480,-28.330254,0.000000,0.000000,0.019222,0.000000,0.000000
1431,131.107659,-28.329270,0.000000,0.000000,0.015163,0.000000,0.000000
1432,131.107839,-28.328286,0.000000,0.000000,0.011933,0.000000,0.000000
1433,131.108018,-28.327302,0.000000,0.000000,0.009561,0.000000,0.000000
1434,131.108197,-28.326319,0.000000,0.000000,0.007852,0.000000,0.000000
1435,131.108377,-28.325335,0.000000,0.000000,0.006113,0.000000,0.000000
1436,131.108556,-28.324351,0.000000,0.000000,0.004731,0.000000,0.000000
1437,131.108736,-28.323367,0.000000,0.000000,0.003686,0.000000,0.000000
1438,131.108915,-28.322384,0.000000,0.000000,0.002893,0.000000,0.000000
1439,131.109095,-28.321400,0.000000,0.000000,0.002146,0.000000,0.000000
1440,131.109274,-28.320416,0.000000,0.000000,0.001619,0.000000,0.000000
1441,131.109453,-28.319432,0.000000,0.000000,0.001251,0.000000,0.000000
1442,131.109633,-28.318449,0.000000,0.000000,0.000988,0.000000,0.000000
1443,131.109812,-28.317465,0.000000,0.000000,0.000789,0.000000,0.000000
1444,131.109992,-28.316481,0.000000,0.000000,0.000594,0.000000,0.000000
1445,131.110171,-28.315497,0.000000,0.000000,0.000459,0.000000,0.000000
1446,131.110350,-28.314513,0.000000,0.000000,0.000368,0.000000,0.000000
1447,131.110530,-28.313530,0.000000,0.000000,0.000320,0.000000,0.000000
1448,131.110709,-28.312546,0.000000,0.000000,0.000300,0.000000,0.000000
1449,131.110889,-28.311562,0.000000,0.000000,0.000276,0.000000,0.000000
1450,131.111068,-28.310578,0.000000,0.000000,0.000258,0.000000,0.000000
1451,131.111247,-28.309595,0.000000,0.000000,0.000246,0.000000,0.000000
1452,131.111427,-28.308611,0.000000,0.000000,0.000258,0.000000,0.000000
1453,131.111606,-28.307627,0.000000,0.000000,0.000266,0.000000,0.000000
1454,131.111786,-28.306643,0.000000,0.000000,0.000276,0.000000,0.000000
1455,131.111965,-28.305659,0.000000,0.000000,0.000273,0.000000,0.000000
1456,131.112145,-28.304676,0.000000,0.000000,0.000252,0.000000,0.000000
1457,131.112324,-28.303692,0.000000,0.000000,0.000238,0.000000,0.000000
1458,131.112503,-28.302708,0.000000,0.000000,0.000277,0.000000,0.000000
1459,131.112683,-28.301724,0.000000,0.000000,0.000352,0.000000,0.000000
1460,131.112862,-28.300741,0.000000,0.000000,0.000450,0.000000,0.000000
1461,131.113042,-28.299757,0.000000,0.000000,0.000545,0.000000,0.000000
1462,131.113221,-28.298773,0.000000,0.000000,0.000578,0.000000,0.000000
1463,131.113400,-28.297789,0.000000,0.000000,0.000619,0.000000,0.000000
1464,131.113580,-28.296806,0.000000,0.000000,0.000697,0.000000,0.000000
1465,131.113759,-28.295822,0.000000,0.000000,0.000779,0.000000,0.000000
1466,131.113939,-28.294838,0.000000,0.000000,0.000860,0.000000,0.000000
1467,131.114118,-28.293854,0.000006,0.000000,0.000928,0.000000,0.000000
1468,131.114297,-28.292870,0.007093,0.000000,0.001018,0.000000,0.000000
1469,131.114477,-28.291887,0.449555,0.000000,0.000914,0.000004,0.000000
1470,131.114656,-28.290903,0.441548,0.000000,0.000698,0.013554,0.000000
1471,131.114836,-28.289919,0.069343,0.000000,0.000492,0.284814,0.000000
1472,131.115015,-28.288935,0.009571,0.000000,0.000333,0.436047,0.000000
1473,131.115195,-28.287952,0.001671,0.000000,0.000244,0.215935,0.000000
1474,131.115374,-28.286968,0.000340,0.000000,0.000220,0.031803,0.000000
1475,131.115553,-28.285984,0.000104,0.000000,0.000208,0.002332,0.000000
1476,131.115733,-28.285000,0.000068,0.000000,0.000198,0.000163,0.000000
1477,131.115912,-28.284016,0.000045,0.000000,0.000198,0.000016,0.000000
1478,131.116092,-28.283033,0.000040,0.000000,0.000196,0.000003,0.000000
1479,131.116271,-28.282049,0.000025,0.000000,0.000184,0.000001,0.000000
1480,131.116450,-28.281065,0.000013,0.000000,0.000153,0.000000,0.000000
1481,131.116630,-28.280081,0.000007,0.000000,0.000117,0.000000,0.000000
1482,131.116809,-28.279098,0.000005,0.000000,0.000084,0.000000,0.000000
1483,131.116989,-28.278114,0.000004,0.000000,0.000056,0.000000,0.000000
1484,131.117168,-28.277130,0.000005,0.000000,0.000037,0.000000,0.000000
1485,131.117348,-28.276146,0.000008,0.000000,0.000024,0.000000,0.000000
1486,131.117527,-28.275162,0.000035,0.000000,0.000015,0.000000,0.000000
1487,131.117706,-28.274179,0.000178,0.000000,0.000009,0.000000,0.000000
1488,131.117886,-28.273195,0.000466,0.000000,0.000005,0.000000,0.000000
1489,131.118065,-28.272211,0.000410,0.000000,0.000003,0.000000,0.000000
1490,131.118245,-28.271227,0.000172,0.000000,0.000001,0.000000,0.000000
1491,131.118424,-28.270244,0.000074,0.000000,0.000001,0.000000,0.000000
